,Date,Close,Source,Tweet,First Date,Retweets,Favorites,SA
1189,20171213 1450,2671.75,Twitter for iPhone,If last night’s election proved anything it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate.,2017-12-13 14:45:48,20081,101999,1
1190,20171214 0003,2667.0,Twitter for iPhone,Thank you Omarosa for your service! I wish you continued success.,2017-12-13 23:58:18,13915,86535,1
1191,20171214 1304,2661.25,Twitter for iPhone,Republican Tax Cuts are looking very good. All are working hard. In the meantime the Stock Market hit another record high!,2017-12-14 12:59:56,17274,92795,1
1192,20171214 2018,2654.5,Twitter for iPhone,Today we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades an ever-growing maze of regs rules and restrictions has cost our country trillions of dollars millions of jobs countless American factories &amp; devastated entire industries. https://t.co/ostXOVnckf,2017-12-14 20:13:04,12854,57441,1
1193,20171214 2032,2655.25,Twitter for iPhone,When Americans are free to thrive innovate &amp; prosper there is no challenge too great no task too large &amp; no goal beyond our reach. We are a nation of explorers pioneers innovators &amp; inventors. We are nation of people who work hard dream big &amp; who never ever give up... https://t.co/9LVdp6zOgZ,2017-12-14 20:27:00,16849,69650,1
1194,20171214 2040,2654.25,Twitter for iPhone,In 1960 there were approximately 20000 pages in the Code of Federal Regulations. Today there are over 185000 pages as seen in the Roosevelt Room.Today we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN! https://t.co/teAVNzjvcx,2017-12-14 20:35:13,26104,88904,1
1195,20171214 2125,2653.75,Twitter for iPhone,“Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey” https://t.co/LuV4BMp0Xc,2017-12-14 21:20:51,9007,38758,1
1196,20171214 2331,2658.5,Twitter for iPhone,RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact…,2017-12-14 23:26:54,10959,0,1
1197,20171215 1400,2680.0,Twitter for iPhone,It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi,2017-12-15 13:55:01,14133,69299,0
1198,20171217 2118,2685.75,Twitter for iPhone,Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut,2017-12-17 21:13:34,11081,63898,1
1199,20171218 1128,2694.0,Twitter for iPhone,Remember Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons) and they did. I also predicted  “I” would win. Republicans will do well in 2018 very well! @foxandfriends,2017-12-18 11:23:49,19207,88208,1
1200,20171218 1147,2695.75,Twitter for iPhone,Ivanka Trump will be interviewed on @foxandfriends.,2017-12-18 11:42:18,6350,44244,0
1201,20171218 1846,2695.5,Twitter for iPhone,The train accident that just occurred in DuPont WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads bridges tunnels railways (and more) crumble! Not for long!,2017-12-18 18:41:05,23417,106936,1
1202,20171218 2024,2694.75,Twitter for iPhone,Over the past 11 months I have travelled tens of thousands of miles to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! https://t.co/7SDsEeIhJH,2017-12-18 20:19:18,13160,64290,1
1203,20171218 2033,2695.25,Twitter for iPhone,When the American People speak ALL OF US should listen. Just over one year ago you spoke loud and clear. On November 8 2016 you voted to MAKE AMERICA GREAT AGAIN! https://t.co/3AOv53S0PU,2017-12-18 20:28:19,10464,48706,1
1204,20171218 2045,2694.5,Twitter for iPhone,As the world watches we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! https://t.co/EvcAkjuf8w,2017-12-18 20:40:08,10165,48643,0
1205,20171219 1109,2689.5,Twitter for iPhone,DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!,2017-12-19 11:04:11,24588,114285,1
1206,20171219 1128,2690.5,Twitter for iPhone,Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy and create many beautiful JOBS!,2017-12-19 11:23:40,14541,69898,1
1207,20171219 1512,2685.0,Twitter for iPhone,A  story in the @washingtonpost that I was close to “rescinding” the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources don’t exist!,2017-12-19 15:07:01,25350,97388,1
1208,20171220 1814,2683.0,Twitter for iPhone,We are delivering HISTORIC TAX RELIEF for the American people!#TaxCutsandJobsAct https://t.co/lLgATrCh5o,2017-12-20 18:09:44,20933,83357,0
1209,20171220 2149,2682.75,Media Studio,WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R,2017-12-20 21:44:50,24389,101666,1
1210,20171221 1229,2692.0,Twitter for iPhone,The Massive Tax Cuts which the Fake News Media is desperate to write badly about so as to please their Democrat bosses will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes hate these big Cuts!,2017-12-21 12:24:22,25744,111795,-1
1211,20171221 1250,2691.5,Twitter for iPhone,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!,2017-12-21 12:45:17,19332,92315,1
1212,20171221 1401,2693.5,Twitter for iPhone,Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN,2017-12-21 13:56:28,18335,86356,1
1213,20171222 1252,2684.25,Twitter for iPhone,Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of “love” - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of and now it is the rage. Merry Christmas!,2017-12-22 12:47:51,22316,95312,1
1214,20171222 1255,2684.75,Twitter for iPhone,So true! https://t.co/1c8hu6O5t9,2017-12-22 12:50:42,10295,47792,1
1215,20171222 1310,2684.75,Twitter for iPhone,At some point and for the good of the country I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East it is time to start rebuilding our country!,2017-12-22 13:05:06,28082,122524,1
1216,20171222 1422,2687.25,Twitter for iPhone,“The President has accomplished some absolutely historic things during this past year.” Thank you Charlie Kirk of Turning Points USA. Sadly the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long &amp; beautiful list.,2017-12-22 14:17:04,19035,86380,-1
1217,20171222 1512,2687.5,Twitter for iPhone,Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.,2017-12-22 15:07:55,19465,103281,1
1218,20171226 1203,2686.5,Twitter for iPhone,Based on the fact that the very unfair and unpopular Individual Mandate has been terminated as part of our Tax Cut Bill which essentially Repeals (over time) ObamaCare the Democrats &amp; Republicans will eventually come together and develop a great new HealthCare plan!,2017-12-26 11:58:42,20656,110208,1
1219,20171227 2316,2686.5,Twitter for iPhone,Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much for all of us. Firefighters paramedics first responders - what amazing people they are!,2017-12-27 23:11:13,18464,108614,1
1220,20171229 1253,2684.5,Twitter for iPhone,"RT @FoxBusiness: .@charliekirk11: ""What this president has done is truly historic and if a Democrat president achieved 1/10th of what @POT…",2017-12-29 12:48:57,11060,0,0
1221,20171229 1253,2684.5,Twitter for iPhone,RT @charliekirk11: 3 big wins in 2017 you won't hear:Trump confirmed the most circuit court judges ever in a President's 1st year (all co…,2017-12-29 12:48:15,16174,0,1
1222,20171229 1255,2684.25,Twitter for iPhone,RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan The result?Every middle class family they sat down with SA…,2017-12-29 12:50:17,15548,0,1
1223,20171229 1255,2684.25,Twitter for iPhone,RT @charliekirk11: ISIS getting slaughtered: Square miles liberated from ISISTrump: 26000 --  Obama: 13200Total Square miles held by…,2017-12-29 12:50:00,18726,0,0
1224,20171229 1309,2684.25,Twitter for iPhone,Why is the United States Post Office which is losing many billions of dollars a year while charging Amazon and others so little to deliver their packages making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!,2017-12-29 13:04:09,27652,118765,1
1225,20171229 1321,2684.25,Twitter for iPhone,The Democrats have been told and fully understand that there can be no DACA without the desperately needed WALL at the Southern Border and an END to the horrible Chain Migration &amp; ridiculous Lottery System of Immigration etc. We must protect our Country at all cost!,2017-12-29 13:16:11,35208,142106,-1
1226,20180102 1214,2689.75,Twitter for iPhone,The people of Iran are finally acting against the brutal and corrupt Iranian regime. All of the money that President Obama so foolishly gave them went into terrorism and into their “pockets.” The people have little food big inflation and no human rights. The U.S. is watching!,2018-01-02 12:09:17,28227,105965,-1
1227,20180102 1253,2688.75,Twitter for iPhone,Crooked Hillary Clinton’s top aid Huma Abedin has been accused of disregarding basic security protocols. She put Classified Passwords into the hands of foreign agents. Remember sailors pictures on submarine? Jail! Deep State Justice Dept must finally act? Also on Comey &amp; others,2018-01-02 12:48:00,37561,130933,1
1228,20180102 1354,2689.75,Twitter for iPhone,Companies are giving big bonuses to their workers because of the Tax Cut Bill. Really great!,2018-01-02 13:49:23,15628,87020,1
1229,20180102 1444,2690.75,Twitter for iPhone,The Failing New York Times has a new publisher A.G. Sulzberger. Congratulations! Here is a last chance for the Times to fulfill the vision of its Founder Adolph Ochs “to give the news impartially without fear or FAVOR regardless of party sect or interests involved.” Get...,2018-01-02 14:39:49,18011,79447,1
1230,20180103 0408,2697.5,Twitter for iPhone,“President Trump has something now he didn’t have a year ago that is a set of accomplishments that nobody can deny. The accomplishments are there look at his record he has had a very significant first year.” @LouDobbs ShowDavid Asman &amp; Ed Rollins,2018-01-03 04:03:01,21073,98208,1
1231,20180103 1342,2708.0,Twitter for iPhone,Such respect for the people of Iran as they try to take back their corrupt government. You will see great support from the United States at the appropriate time!,2018-01-03 13:37:13,30285,147921,1
1232,20180104 0111,2713.0,Twitter for iPhone,Melania and I are deeply saddened by the death of Thomas S. Monson a beloved President of the Church of Jesus Christ of Latter-day Saints...https://t.co/ETD3fWtfU3,2018-01-04 01:06:06,12643,59848,1
1233,20180104 1107,2725.5,Twitter for iPhone,Many mostly Democrat States refused to hand over data from the 2016 Election to the Commission On Voter Fraud. They fought hard that the Commission not see their records or methods because they know that many people are voting illegally. System is rigged must go to Voter I.D.,2018-01-04 11:02:14,30929,111192,1
1234,20180104 1116,2724.25,Twitter for iPhone,As Americans you need identification sometimes in a very strong and accurate form for almost everything you do.....except when it comes to the most important thing VOTING for the people that run your country. Push hard for Voter Identification!,2018-01-04 11:11:45,40391,155369,1
1235,20180104 1137,2722.25,Twitter for iPhone,With all of the failed “experts” weighing in does anybody really believe that talks and dialogue would be going on between North and South Korea right now if I wasn’t firm strong and willing to commit our total “might” against the North. Fools but talks are a good thing!,2018-01-04 11:32:22,19831,94396,1
1236,20180104 1142,2722.5,Twitter for iPhone,So beautiful....Show this picture to the NFL players who still kneel! https://t.co/tJLM1tvbvb,2018-01-04 11:37:46,32849,117610,1
1237,20180104 1553,2723.5,Twitter for iPhone,Dow just crashes through 25000. Congrats! Big cuts in unnecessary regulations continuing.,2018-01-04 15:48:04,23357,118129,-1
1238,20180104 2358,2726.25,Twitter for iPhone,Thank you to the great Republican Senators who showed up to our mtg on immigration reform. We must BUILD THE WALL stop illegal immigration end chain migration &amp; cancel the visa lottery. The current system is unsafe &amp; unfair to the great people of our country - time for change!,2018-01-04 23:53:05,30271,137534,1
1239,20180105 0409,2728.0,Twitter for iPhone,The Fake News Media barely mentions the fact that the Stock Market just hit another New Record and that business in the U.S. is booming...but the people know! Can you imagine if “O” was president and had these numbers - would be biggest story on earth! Dow now over 25000.,2018-01-05 04:04:20,28059,129174,-1
